unique_id,name,edition,card_number,race,type,cost,power,health,loyalty,power_icons,traits,rules_text,illustrator,card_quantity
05038,Savage Rush,March of the Damned,38,Neutral,Tactic,2,,,0,,,Order only. Action: Each attacking unit you control gains Savage 1.,Games Workshop Ltd,3
12001,Scar-Leader Kroq-Gar,Hidden Kingdoms,1,Neutral,Legend,4,3,4,,,Lizardmen,"- Action: When this legend attacks, reveal X Lizardmen units from your hand. This legend deals +X damage in combat until end of the phase",,
04011,Scheming Cultist,The Burning of Derricksburg,11,Chaos,Unit,3,1,2,2,1,Cultist,"Hit Points: 2 Cultist. Action: Spend 1 resource to deal 1 damage to target corrupted unit. Many threads, many wheels, many dead, many deals.",Ryan Barger,3
04085,Scion of the Everqueen,The Fourth Waystone,85,High Elf,Unit,2,1,2,1,1,"Elite, Noble","Hit Points: 2 Elite. Noble. This unit cannot have its hit points reduced by card effects. From the Everqueen, I descend.",John Wigley,3
08015,Scions of Misery,The Inevitable City,15,Dark Elf,Unit,3,1,2,2,1,Warrior,"Hit Points: 2 Warrior. Action: When this unit enters play, each unit in any corresponding zone gets -1 hit point until the end of the turn. Misery loves company.",S. C. Watson,3
02060,Scout Camp,Tooth and Claw,60,Neutral,Support,2,1,,0,1,Building,"Building. Kingdom. Whenever you search your deck, you may search an additional card. Often in war, information is worth more than weapons.",Michael Ivan,3
03050,Scrap Heap,Assault on Ulthuan,50,Orc,Support,1 +,,,,,Siege,,,
08010,Screamers of Tzeentch,The Inevitable City,10,Chaos,Unit,3,1,3,1,1,Creature,"Hit Points: 3 Creature. Feared 1 (while this unit is attacking, blank the text box of 1 target unit except for Traits). Forced: At the beginning of your turn, corrupt this unit.",Mike Capprotti,3
07047,Screaming Bell,Legends,47,Neutral,Support,3,1,,0,1,"Skaven, War Machine.",Skaven. War Machine. Destruction only. Each attacking Skaven unit you control gains [Power].,Alexandru Sabo,3
04027,Scroll of Asur,The Fall of Karak Grimaz,27,High Elf,Tactic,0,,,2,,Spell,"Spell. Action: Look at the top five cards of your deck. Then, return them to the top of your deck in any order. The words of a god, the power to shape the world.",Loren Fetterman,3
05011,Sea Guard Captain,March of the Damned,11,High Elf,Unit,2,1,2,2,1,Warrior,"Hit Points: 2 Warrior. Action: When this unit attacks, deal 1 indirect damage to target opponent (players allocate their own indirect damage). Versatile warriors, the Sea Guard are armed with both bows and spears.",Clint Langley,3
08025,Sea Lord Aislinn,Realm of the Phoenix King,25,High Elf,Unit,3,1,3,2,1,Hero,"Hit Points: 3 Hero. Noble. Limit one Hero per zone. Action: When a Mage or Hero unit enters play under your control, return target development to its owner's hand.",Lin Bo,3
05026,Seasoned Corsair,March of the Damned,26,Dark Elf,Unit,3,1,3,2,1,Warrior,"Hit Points: 3 Warrior. Action: When this unit enters play, target unit gets -2 hit points until the end of the turn. Slaves and plunder are well enough, but the real thrill is the killing...",Illich Henriquez,3
02089,Second Sight,Warpstone Chronicles,89,High Elf,Tactic,1,,,1,,Spell,"Spell. Action: Look at each opponent's hand. Then, draw a card.",Sandara Tang Sin Yun,3
09080,Secret Crypts,Vessel of the Winds,80,Neutral,Quest,1,,,0,,Undead,"Undead. Destruction only. Quest. Action: When a Undead unit enters play under your control, put 1 resource token on this card if a unit is questing here. Quest. Action: Remove 2 resource tokens from this card to return target Undead unit you control to its owner's hand.",Games Workshop Ltd,3
01099,Seduced by Darkness,Core Set,99,Chaos,Tactic,0,,,1,,,"Action: Corrupt one target unit. Who wouldn't want to be stronger, faster, more beautiful?",Erfian Asafat,2
07035,Seductive Delusion,Legends,35,Chaos,Tactic,2,,,2,,Spell,"Spell. Action: Choose a target unit. Corrupt that unit. Then, that unit deals damage equal to its power to another target unit.",Emily Su,3
11040,Seeds of Chaos,Cataclysm,40,Chaos,Tactic,1 +,,,,,,- Action: Target player sacrifices a unit he controls. Then that player may discard 1 card from his hand to copy this effect (choosing a new target).,,
12047,Seeker Chariot,Hidden Kingdoms,47,Chaos,Unit,3 +,1,3,,,"Cavalry, Daemon","- Battlefield only. While this unit is not opposed in combat, it deals +2 damage in combat.",,
04057,Seeking New Slaves,The Silent Forge,57,Dark Elf,Tactic,2,,,2,,,"Action: Put target unit that entered an opponent's discard pile this turn into play, corrupted, in any of your zones. When one wears out, we simply acquire another.",Jason Ward,3
05001,Serpent Slayer,March of the Damned,1,Dwarf,Unit,4,2,4,2,2,Slayer,"Hit Points: 4 Slayer. While you have at least three developments in this zone, this unit deals +X damage in combat. X is the number of developments in this zone. I could find a better death.",Illich Henriquez,3
11038,Serpent's Strength,Cataclysm,38,Chaos,Support,0 +,,,,,"Mutation, Attachment",- Attach to target Chaos unit. Attached unit deals +1 damage in combat for each burning zone.,,
01081,Servants of Khorne,Core Set,81,Chaos,Unit,1,1,1,1,1,Warrior,Hit Points: 1 Warrior. Battlefield only.,Clint Langley,3
03025,Shades,Assault on Ulthuan,25,Dark Elf,Unit,2,1,1,1,1,Warrior,"Hit Points: 1 Warrior. Scout (discard one card at random from an opponent's hand if this unit survives combat). At home in the darkness, at one with the night.",Games Workshop Ltd,
07049,Shadow Sentinel,Legends,49,Neutral,Unit,2,1,2,0,1,"Wood Elf, Warrior.","Hit Points: 2 Wood Elf. Warrior. Order only. Action: When one or more units an opponent controls leaves play, put the top card of your deck into this zone facedown as a development.",Matthew Starbuck,3
03002,Shadow Warrior,Assault on Ulthuan,2,High Elf,Unit,2,1,1,1,1,Ranger,"Hit Points: 1 Ranger. Forced: At the beginning of your turn, each opponent must assign 1 damage to any unit in his battlefield. We are as the night, so our brothers may embrace the sun.",Alex Aparin,
10011,Shadowlands Hunter,Days of Blood,11,High Elf,Unit,2,1,2,1,1,Ranger,"Hit Points: 2 Ranger. High Elf only. Ambush 1. Action: When this unit ambushes, put 1 resource token on a [High Elf] card with at least 1 resource token on it.",Ilich Henriquez,3
08009,Shaggoth,The Inevitable City,9,Chaos,Unit,5,3,5,3,3,"Creature, Dragon, Ogre","Hit Points: 5 Creature. Dragon. Ogre. Forced: When this unit enters play, destroy it or discard 2 cards from your hand. Battlefield. This unit gains [Power] for each corrupted unit you control.",Ryan Barger,3
10033,Shaggoth Champion,Oaths of Vengeance,33,Chaos,Unit,X,,X,2,0,"Creature, Dragon, Ogre","Hit Points: X Creature. Dragon. Ogre. This unit gains [Power] equal to X. X is the fewest number of cards in any opponent's hand. Forced: When this unit attacks, each player draws a card.",Ryan Barger,3
11048,Shattered Thought,Cataclysm,48,Dark Elf,Tactic,1 +,,,,,,- Action: Choose a target unit. Target unit's controller must either discard cards from his hand equal to that unit's power or sacrifice that unit.,,
12038,Shield Bearer,Hidden Kingdoms,38,Dwarf,Unit,2 +,1,2,,,Warrior,- Action: Sacrifice 1 development to cancel 1 damage assigned to a unit or legend.,,
09101,Shield of Aeons,Shield of the Gods,101,Neutral,Support,4,,,0,0,"Artefact, Shield","Artefact. Shield. Order only. Attach to a target Hero or legend. This card cannot be targeted by card effects. While attached Hero or legend is participating in combat, cancel all damage assigned to it.",Michael Rasmussen,3
06071,Shield of Saphery,Signs in the Stars,71,High Elf,Tactic,1,,,2,,Spell,"Spell. Action: Target [High Elf] unit you control cannot be targeted by opponent's card effects until the end of the turn. High Magic is superior to all other forms of magic, as any High Elf mage will tell you.",Carolina Eade,3
09098,Shield of the Gods,Portent of Doom,98,Neutral,Tactic,2,,,0,,Lizardmen,"Lizardmen. Order only. Action: Until the end of the turn, Lizardmen units you control can defend any of your zones and deal +X damage in combat while defending. X is equal to the amount of Savage they have.",Cristi Balanescu,3
01131,Shifting Tides,Core Set,131,Neutral,Draft,,,,,,,,,
12055,Shiny Offering,Hidden Kingdoms,55,Orc,Support,0,,,,,Tribute,- Non-Orc only. Action: Sacrifice this card to ignore the loyalty cost of the next Orc card you play this turn.,,
03014,Shrine of Asuryan,Assault on Ulthuan,14,High Elf,Support,2,1,,1,1,Building,"Building. Kingdom. Action: At the beginning of your turn, you may restore one target corrupted unit. We do not so easily fall into temptation.",Fares Maese,
01098,Shrine to Nurgle,Core Set,98,Chaos,Support,2,1,,1,1,Building,"Building. Kingdom. Forced: After an opponent's unit is damaged during combat, corrupt that unit. Filth and rotting corpses cover this foul alter.",Jason Caffoe,3
01041,Shrine to Taal,Core Set,41,Empire,Support,2,,,1,0,Building,"Building. Forced: After your turn begins, choose one target unit in this zone. That unit gains [Power] for each of your developments in this zone until the end of the turn.",Jason Caffoe,1
12013,Shrouded Waywatcher,Hidden Kingdoms,13,Neutral,Unit,5,2,2,,,Wood Elf,,,
01031,Sigmar's Blessed,Core Set,31,Empire,Unit,2,1,1,2,1,Priest,"Hit Points: 1 Priest. Forced: After this unit leaves play, return one target unit in any player's corresponding zone to its owner's hand.",Illich Henriquez,1
02105,Sigmar's Brilliance,Arcane Fire,105,Empire,Tactic,10,,,3,,Epic Spell,"Epic Spell. Action: Rearrange your units and support cards, moving any number of them into new zones. I am the gauntlet about his first, I am the shield on his arm, Sigmar protect me so that I may serve.",Mark Molnar,1
01050,Sigmar's Intervention,Core Set,50,Empire,Tactic,2,,,2,,Spell,"Spell. Play when an opponent attacks your capital, before defenders are declared. Action: Redirect the attack to a different one of your zones. (An attack cannot be redirected to a burning zone.)",Illich Henriquez,1
10081,Sigvald the Magnificent,The Ruinous Hordes,81,Chaos,Legend,3,1-2-1,3,2,,,"Forced: When this legend enters play, you must burn 3 zones instead of 2 in order to win for the rest of the game. Action: When this legend attacks, discard the top card of your deck. This legend deals +X damage in combat until the end of the phase. X is the discarded card's cost.",0 Comments,3
01051,Silver Helm Brigade,Core Set,51,High Elf,Unit,3,1,3,1,1,"Elite, Noble, Cavalry","Hit Points: 3 Elite. Noble. Cavalry. Forced: After this unit takes 1 or more damage, draw a card. They shall rue the day they encounter the High Born of Ulthuan.",Liu Yang,1
02067,Silver Helm Detachment,The Deathmaster's Dance,67,High Elf,Unit,3,1,2,1,1,"Warrior, Elite",Hit Points: 2 Warrior. Elite. This unit enters play with 3 resource tokens on it. Action: Remove a resource token from this unit to have it gain [Power] until the end of the turn (limit once per turn).,Paul Dainton,1
09082,Skarbrand,Portent of Doom,82,Chaos,Legend,5,2,5,4,,,"Forced: When a unit leaves play, each player must deal 1 damage to his capital or 1 damage to a legend he controls. ""I will rip the bones from your body and leave your skin to rot. But your skull I will give to the skull-god, and it will be one among the multitudes.""",Ignacio Lazcano,3
06044,Skarsnik and Gobbla,The Twin Tailed Comet,44,Orc,Unit,4,2,4,2,2,"Hero, Goblin","Hit Points: 4 Hero. Goblin. Limit one Hero per zone. Action: Remove 3 damage from this unit to deal 1 damage to each section of an opponent's capital. Then, draw a card.",Jorge Maese,3
10039,Skaven Packmaster,Oaths of Vengeance,39,Neutral,Unit,2,1,2,0,1,Skaven,"Hit Points: 2 Skaven. Destruction only. Ambush 1. Action: When this unit ambushes, restore up to 2 units you control. Go! Now! Move your tail!",Matthew Starbuck,3
08036,Skavenslaves,Realm of the Phoenix King,36,Neutral,Unit,3,,1,0,0,"Skaven, Slave","Hit Points: 1 Skaven. Slave. Destruction only. Action: Sacrifice this unit to cancel all combat damage assigned to attacking units. Give them spears, and get them to the man-things!",Dimitri Bielak,3
05044,Skeletal Horde,March of the Damned,44,Neutral,Unit,2,1,2,0,1,"Undead, Warrior.","Hit Points: 2 Undead. Warrior. Destruction only. Necromancy (You may play this card from your discard pile. If you do, put it on the bottom of your deck at the end of the turn.)",Adrian Smith,3
05032,Skink Skirmishers,March of the Damned,32,Neutral,Unit,2,1,2,0,1,Lizardmen.,"Hit Points: 2 Lizardmen. Order only. Savage 1 (whenever this unit is dealt damage, it may deal 1 damage to target unit in any corresponding zone).",Alex Boyd,3
05031,Skinks of Sotek,March of the Damned,31,Neutral,Unit,2,1,1,0,1,Lizardmen.,"Hit Points: 1 Lizardmen. Order only. Action: When this unit enters play, deal 1 uncancellable damage to target unit.",Andrew Olson,3
12026,Skryre District,Hidden Kingdoms,26,Neutral,Support,2,2,,,,"Skaven, Location","- Skaven only. Forced: When you count 6 or more power in your Kingdom or Quest zone, sacrafice this card.",,
12050,Skulking Informant,Hidden Kingdoms,50,Dark Elf,Unit,2 +,1,2,,,Rogue,"- Action: When this unit attacks, name a number. Target opponent reveals his hand and discards 1 card with a cost equal to the named number, if able.",,
10113,Skulltaker,Faith and Steel,113,Chaos,Unit,4,2,4,2,2,Daemon,"Hit Points: 4 Daemon. This unit gains [Power] for each experience attached to it. Action: When an opponent's unit leaves play, spend 1 resource to attach it facedown to this unit as an experience.",0 Comments,3
09111,Slaanesh Cultist,Shield of the Gods,111,Chaos,Unit,3,1,3,1,1,Zealot,"Hit Points: 3 Zealot. This unit cannot be restored. Forced: When this unit is corrupted, destroy target corrupted unit.",Jake Murray,3
01105,Slaanesh's Domination,Core Set,105,Chaos,Tactic,2,,,2,,,Action: Reveal up to three cards at random from one target opponent's hand. You may play any tactics thus revealed as though they were in your hand for no cost.,Jason Caffoe,1
02116,Slave Driver,Arcane Fire,116,Dark Elf,Unit,2,1,1,2,1,"Warrior, Kingdom","Hit Points: 1 Warrior. Kingdom. Action: Spend 2 resources to choose one target unit with printed cost 2 or lower. That unit cannot attack or defend this turn. Cowed into a life of servitude, many no longer know any different.",Jorge Maese,1
10056,Slave Hunter,Battle for the Old World,56,Dark Elf,Unit,3,1,2,1,1,Elite,"Hit Points: 2 Elite. Action: When this unit survives an attack on an opponent's zone, sacrifice it to take control of target non-unique unit in that zone. Move that unit to your corresponding zone.",0 Comments,3
05029,Slave Pen,March of the Damned,29,Dark Elf,Support,2,1,,2,1,Building,Building. This card gains [Power] for each resource token on it. Action: Sacrifice a unit to put a resource token on this card (limit once per turn).,Jake Masbruch,3
02098,Slaver Raid,Warpstone Chronicles,98,Dark Elf,Quest,1,,,2,,Quest,"Quest. Action: Discard 3 resource tokens from this card to put a unit from an opponent's discard pile into play, corrupt, in your quest zone. Quest. Forced: Place 1 resource token on this card at the beginning of your turn if a unit is questing here.",Games Workshop Ltd,1
03043,Slayers of Karak Kadrin,Assault on Ulthuan,43,Dwarf,Unit,2,1,2,2,1,Warrior,Hit Points: 2 Warrior. Battlefield. Action: Sacrifice this unit to destroy one target attacking unit. Glory in death!,James Brady,
12014,Slumbering Titan,Hidden Kingdoms,14,Neutral,Unit,3,3,5,,,"Wood Elf, Forest Spirit","- Wood Elf only. Ambush 2. Forced: At the end of your turn, turn this card into facedown development. It no longer counts as a unit.",,
01072,Smash 'Em All!,Core Set,72,Orc,Quest,1 +,,,,,,,,
06106,Smash 'Em!,Fiery Dawn,106,Orc,Tactic,3,,,3,,,Action: Destroy all units with a printed cost of 2 or lower. Right in dere stoopid faces.,Alexandru Sabo,3
04033,"Smash 'em, Bash 'em",The Fall of Karak Grimaz,33,Orc,Quest,0,,,2,,Quest,Quest. Action: Discard 1 resource token from this card to have target unit in the battlefield gain [Power] until the end of the turn. Quest. Forced: Place 1 resource token on this card at the beginning of your turn if a unit is questing here.,Karl Kopinski,3
04113,Smash Der Beards,Bleeding Sun,113,Orc,Tactic,2,,,3,,,Action: Target attacking unit gains [Power] for each development in the defending player's zone. Dem stunties is askin' fur a beatin'!,Caravan Studio,3
01074,Smash-Go-Boom!,Core Set,74,Orc,Tactic,X +,,,,,,- Play during your turn. Action: Destroy X target developments in one zone.,,
06064,Sneaky Git,Signs in the Stars,64,Orc,Unit,2,1,2,1,1,Goblin,"Hit Points: 2 Goblin. Action: When this unit attacks, reveal the top card of your deck. If the printed cost of the revealed card is odd, deal 2 damage to target capital. Otherwise, deal 2 damage to your capital. Then, shuffle your deck.",Joe Wilson,3
08050,Snotling Ambush,The Iron Rock,50,Orc,Tactic,2,,,3,,,Action: Discard a card from your hand with X loyalty to discard X resources from target player. Shhhhh! Deys comin'.,Santiago Villa,3
09038,Snotling Invasion,Fragments of Power,38,Orc,Quest,0,,,2,,Invasion,"Invasion. Play in any opponent's zone, under his control. Forced: At the end of your turn, sacrifice a development in this zone or deal 2 damage to this section of your capital, if able. Action: At the beginning of your turn, if a unit is questing here, put X resource tokens on this card, where X is the unit's power. Then, you may remove 3 resource tokens from this card to destroy it.",Games Workshop Ltd,3
02090,Snotling Pump Wagon,Warpstone Chronicles,90,Orc,Unit,2,2,1,1,2,Warrior,Hit Points: 1 Warrior. Battlefield only. Fasta! Fasta! Fasta! Oh no! - Too Fast!,Caravan Studio,3
02110,Snotling Saboteurs,Arcane Fire,110,Orc,Unit,3,1,3,2,1,Ranger,Hit Points: 3 Ranger. Action: Spend 2 resources and sacrifice this unit to destroy one target support card or development. Shinies is mine! I take da shinies from dis machine ere.,John Gravato,3
11017,Solomon Pomer,Cataclysm,17,Empire,Unit,4 +,1,3,,,"Hero, Warrior",- Limit 1 Hero per zone. Battlefield only. This unit gains [P] for each of your unburned zones.,,
04041,Son of Grungi,The Silent Forge,41,Dwarf,Unit,4,2,4,2,2,,"Hit Points: 4 Warrior. Toughness 1 (whenever this unit is assigned damage, cancel 1 of that damage) This unit gains [Power][Power] while attacking or defending if there are more opposing units in combat.",Tony Foti,3
08052,Sons of Coin,The Iron Rock,52,Empire,Unit,2,2,2,1,2,Noble,"Hit Points: 2 Noble. Kingdom only. Forced: At the beginning of your turn, spend 1 resource or deal 1 damage to this section of your capital.",Even Mehl Amundsen,3
08085,Soporific Musk,City of Winter,85,Chaos,Tactic,1,,,2,,,"Action: Target corrupted unit loses all power until the end of the turn. Then, you may put this card on top of your deck. Cloying and irresistible, it rakes at your mind.",Diego Gisbert,3
06053,Sorcerer of Tzeentch,The Twin Tailed Comet,53,Chaos,Unit,3,1,3,1,1,Sorceror,"Hit Points: 3 Sorceror. Action: When you play a development from your hand, put a resource token on this unit. Then, deal X damage to target unit. X is the number of resource tokens on this unit.",Jorge Maese,3
06056,Sorceress Convent,The Twin Tailed Comet,56,Dark Elf,Support,2,1,,2,1,Building,"Building. Action: When an opponent discards one or more cards from his hand, deal 1 damage to that player's capital (you choose which zone).",Lauren Cannon,3
04076,Sorceress of Ghrond,Redemption of a Mage,76,Dark Elf,Unit,2,1,2,1,1,Sorcerer,"Hit Points: 2 Sorceror. Action: When this unit enters play, choose a Hex card in your discard pile and return it to your hand. The pathetic magic of men is nothing compared to the might of dark magic!",Igor Kieryluk,3
04117,Soul Stealer,Bleeding Sun,117,Dark Elf,Support,4,,,2,0,"Attachment, Hex",Attachment. Hex. Attach to a target non-Hero unit. Take control of attached unit. Move that unit to your corresponding zone. I believe that belongs to me.,Matthew Starbuck,3
05033,Spawn of Itzl,March of the Damned,33,Neutral,Unit,3,1,3,0,1,Lizardmen.,"Hit Points: 3 Lizardmen. Order only. Action: When this unit attacks, destroy target damaged unit in the defending zone.",Alex Boyd,3
08035,Spawn of Kintearer,Realm of the Phoenix King,35,Dark Elf,Unit,5,3,5,3,3,Cavalry,"Hit Points: 5 Cavalry. Feared 1 (while this unit is attacking, blank the text box of 1 target unit except for Traits). Action: When this unit attacks, discard the top card of target player's deck for every Cavalry unit you control.",John Gravato,3
12004,Spawn of Sotek,Hidden Kingdoms,4,Neutral,Unit,3,1,3,,,Lizardmen,"- Order only. Action: When this unit enters play, reveal X Lizardmen units from your hand. Deal X uncancellable damage to target unit in corresponding zone.",,
10116,Spawn of Sulekh,Faith and Steel,116,Dark Elf,Unit,6,4,4,2,4,"Creature, Dragon","Hit Points: 4 Creature. Dragon. Battlefield only. While this unit is attacking alone, a player must sacrifice a unit in order to declare defenders.",Ryan Barger,3
04086,Spearhost of Asuryan,The Fourth Waystone,86,High Elf,Unit,4,2,3,1,2,"Warrior, Elite","Hit Points: 3 Warrior. Elite. Action: When this unit attacks, deal 2 indirect damage to target opponent (players allocate their own indirect damage). Let the enemies of the High Elves find nought but our spears!",Carolina Eade,3
06101,Spelleater Rune,Fiery Dawn,101,Dwarf,Support,2,,,2,0,Rune,Rune. Action: Sacrifice this card to cancel an action just played that targets a [Dwarf] unit you control.,Igor Kieryluk,3
06039,Spellsinger,Chaos Moon,39,Neutral,Unit,2,1,2,0,1,"Wood Elf, Mage","Hit Points: 2 Wood Elf. Mage. Order only. Action: When you play a development from your hand, target development becomes a unit with [Power] and 2 hit points until the end of the turn. It still counts as a development.",Carolina Eade,3
11035,Spelltwister,Cataclysm,35,Chaos,Unit,3 +,1,1,,,Sorcerer,"- Action: When a zone burns, corrupt all units in target corresponding zone.",,
10098,Spellweaver,The Ruinous Hordes,98,Neutral,Unit,2,1,2,1,0,Wood Elf,"Hit Points: 2 Wood Elf. Order only. Ambush 1. Action: When this unit ambushes, place the top 2 cards of your deck facedown in this zone as developments.",0 Comments,3
12011,Spellweaver of Kel-Isha,Hidden Kingdoms,11,Neutral,Unit,3,1,3,,,Wood Elf,"- Order only. Action: When you play a development from your hand, move target development you control to another zone you control.",,
05019,Spida Huntin',March of the Damned,19,Orc,Tactic,1,,,2,,,Action: Deal 2 damage to target unit you control. That unit gains [Power][Power] until the end of the turn. Be very quiet! Iz huntin' spidaz.,Andrew Olson,3
02008,Spider Riders,The Skavenblight Threat,8,Orc,Unit,1,,1,1,0,Cavalry,Hit Points: 1 Cavalry. Battlefield. This unit gains [Power][Power] while attacking. We'z can go anywhere on dese Spidurs!,Games Workshop Ltd,
05046,Spirit Host,March of the Damned,46,Neutral,Unit,3,1,3,0,1,"Undead, Warrior.","Hit Points: 3 Undead. Warrior. Destruction only. Action: When this unit leaves play, attach it to a target unit. It then counts as an Attachment support card with the text ""Attached unit loses [Power].""",Games Workshop Ltd,3
09083,Spirit Slayer,Portent of Doom,83,Dwarf,Unit,2,1,2,2,1,Slayer,"Hit Points: 2 Slayer. Action: When this unit attacks, choose a Trait. All units with that trait must defend this turn, if able. Death to all...",Anna Ignatieva,3
11011,Spirit Speaka,Cataclysm,11,Orc,Unit,3 +,2,1,,,"Orc, Shaman","- Orc only. When you burn a zone during an attack, you may put this unit into play from your hand (in any zone).",,
08039,Spoils of War,Realm of the Phoenix King,39,Neutral,Support,0,2,,0,2,Treasure,"Treasure. Limit 1 per deck. Forced: When this zone is attacked, the attacking player takes control of this card and moves it to a zone of his choice.",Games Workshop Ltd,3
04014,Spreading Darkness,The Burning of Derricksburg,14,Chaos,Tactic,3 +,,,,,,- Action: Each attacking unit gains [P] for each corrupted unit in the defending zone.,,
01057,Squig Herders,Core Set,57,Orc,Unit,2 +,1,2,,,"Goblin, Warrior",- Squig Herders gains [P] while you control at least one damaged unit.,,
06065,Squig Hopper,Signs in the Stars,65,Orc,Unit,3,1,3,2,1,"Goblin, Warrior","Hit Points: 3 Goblin. Warrior. This unit gains [Power] as long as you control another Goblin unit. Hang on tight, diz iz gonna be a bumpy ride...",Santiago Villa,3
08044,Squig Lobber,The Iron Rock,44,Orc,Unit,2,1,1,2,1,Siege,"Hit Points: 2 Siege. Battlefield. Action: At the beginning of your turn, put a resource token on this card. Action: Remove a resource token from this unit to deal 1 indirect damage to target opponent.",Cristi Balanescu,3
04010,Squig Pen,The Burning of Derricksburg,10,Orc,Support,3,2,,1,2,Building,Building. Play in a zone with no developments. You cannot develop this zone. Poke'em gud and hope dey don't turn round!,Jason Ward,3
08002,Squig Trackers,The Inevitable City,2,Orc,Unit,2,1,1,3,1,"Goblin, Ranger","Hit Points: 1 Goblin. Ranger. Action: When this unit enters play, search the top five cards of your deck for a card with the word ""Squig"" or ""Squigs"" in its title and put it into play (in any zone). Then, shuffle your deck.","Paul Gnzenko, aka GuzBoroda",3
08037,Stag of the Sacred Glade,Realm of the Phoenix King,37,Neutral,Support,2,,,0,0,"Wood Elf, Creature","Creature. Wood Elf. Order only. While this zone is being attacked, the attacking player may not trigger Actions.",Oleg Saakyan,3
12042,Stalemate,Hidden Kingdoms,42,Empire,Tactic,0 +,,,,,,- Action: Return target attacking unit and target defending unit with the same cost to their owners' hand.,,
02002,Stand Your Ground,The Skavenblight Threat,2,Dwarf,Tactic,1,,,2,,,Action: Put into play one target [Dwarf] unit that entered your discard pile this turn. (You choose the zone in which the unit enters play.) Nothing but a scratch!,Paul [Prof] Herbert,
11004,Standard Bearer,Cataclysm,4,Dwarf,Unit,2 +,,4,,,"Elite, Warrior","- Toughness 1. While this unit is attacking, combat damage must be assigned to copies of 'Standard Bearer' before it is assigned to other attacking units.",,
04056,Standard of Clar Karond,The Silent Forge,56,Dark Elf,Support,1,,,3,0,Attachment,"Attachment. Attach to a target [Dark Elf] unit in your battlefield. Action: When attached unit attacks, target unit in the defending zone loses [Power] until the end of the turn.",Tom Garden,3
09021,Star Crown Fragments,Fragments of Power,21,Neutral,Support,4,,,0,0,"Artefact, Arcane",Artefact. Arcane. Order only. Attach to a target Hero or legend you control. This card cannot be targeted by card effects. Action: Sacrifice this card to return the top 5 non-Artefact cards from your discard pile to your hand.,Simon Dominic,3
08028,Star Dragon,Realm of the Phoenix King,28,High Elf,Unit,10,5,5,4,5,Dragon,"Hit Points: 5 Dragon. Feared 2 (while this unit is attacking, blank the text box of 2 target units except for Traits). Lower the cost to play this unit by 1 for each Spell card in your discard pile.",Sandara Tang,3
06090,Starwood Staff,The Eclipse of Hope,90,High Elf,Support,0,,,2,0,Attachment,"Attachment. Attach to a target [High Elf] unit you control. Action: When you play a Spell card, attached unit gains [Power] until the end of the turn.",Patrick McEvoy,3
10038,Stealthy Skink,Oaths of Vengeance,38,Neutral,Unit,2,1,2,0,1,Lizardmen,"Hit Points: 2 Lizardmen. Order only. Ambush 1. Action: When this unit ambushes, Lizardmen units you control get +2 hit points until the end of the phase. ""Did you hear something?"" - Last words of a Dark Elf corsair.",Scott Purdy,3
06006,Steam Tank,Omens of Ruin,6,Empire,Unit,4,,7,3,0,War Machine,"Hit Points: 7 War Machine. This unit gains [Power] for each resource token on it. Action: At the beginning of your turn, put a resource token on this unit.",David Sondered,3
10085,Steel Behemoth,The Ruinous Hordes,85,Empire,Unit,6,4,4,4,4,Battlefield Only,Hit Points: 4 War Machine. Battlefield only. Toughness X. X is the number of all opponent's units participating in combat.,0 Comments,3
09107,Steel Standard,Shield of the Gods,107,Empire,Unit,2,,2,1,0,"Standard Bearer, Knight",Hit Points: 2 Standard Bearer. Knight. Knight units in this zone gain Toughness 1.,Even Mehl Amundsen,3
02006,Steel's Bane,The Skavenblight Threat,6,High Elf,Tactic,1,,,2,,,Action: Cancel the next 10 damage that would be dealt to one target [High Elf] unit this turn. How plain. How pitiful.,Chris Trevas,
08107,Stirland Deathjacks,The Imperial Throne,107,Empire,Unit,1,1,1,3,1,Warrior,"Hit Points: 1 Warrior. Action: When this unit enters or leaves play, deal 1 damage to target corrupted unit The men of Stirland have much experience in dealing with evil creatures.",Illich Henriquez,3
12048,Stocking Skulls,Hidden Kingdoms,48,Chaos,Tactic,1 +,,,,,,,,
09032,Stolen Skin,Fragments of Power,32,Chaos,Support,0,,,2,0,Attachment,"Attachment. Attach to a target [Chaos] unit. Attached unit gains Toughness 1. If attached unit survives combat, heal all damage on it.",Jasper Sandner,3
04075,Stone to Skin,Redemption of a Mage,75,Chaos,Tactic,1,,,2,,Spell,"Spell. Action: Until the end of the turn, target Building support card becomes a unit with 4 hit points (the card retains its power). It also counts as a Building support card. Stand up and join us in battle!",Ramon Contini,3
09003,Stone Vengeance,Rising Dawn,3,Dwarf,Support,3,,,3,0,Grudge,"Grudge. When your capital is dealt combat damage, you may put this card into play from your hand (in any zone). Each [Dwarf] unit in this zone gains Toughness 1.",Michael Rasmussen,3
04104,Stonebearer,Bleeding Sun,104,Dwarf,Unit,2,1,2,1,1,Warrior,Hit Points: 2 Warrior. This unit gains [Power] while attacking or defending if there are more opposing units in combat. Long have the Dwarfs been part of the rock.,Tom Garden,3
08014,Storm of Change,The Inevitable City,14,Chaos,Tactic,3,,,2,,Spell,"Spell. Action: Discard a card from your hand with X loyalty to deal X damage to each corrupted unit. ""That's not natural."" - Lem Butcher, out for a morning stroll",Jason Juta,3
